PP,39,1071.681953,0,28,20,0.230000,,,,,
PP,39,936.511599,0,27,19,0.230000,,,,,
PP,39,936.511599,0,27,19,0.230000,,,,,
PP,39,922.978071,0,27,20,0.220000,,,,,
PP,35,1019.770102,0,26,20,0.230000,,,,,
PP,39,936.511599,0,27,19,0.230000,,,,,
PP,39,1058.148425,0,28,21,0.220000,,,,,
PP,39,1071.681953,0,28,20,0.230000,,,,,
PP,39,936.511599,0,27,19,0.230000,,,,,
PP,39,936.511599,0,27,21,0.230000,,,,,
PP,39,910.665055,0,27,21,0.300000,,,,,
PP,39,1350.911833,0,34,28,0.400000,,,,,
PP,39,1058.148425,0,28,21,0.310000,,,,,
PP,35,858.753204,0,25,19,0.310000,,,,,
PP,39,1058.148425,0,28,21,0.310000,,,,,
PP,37,1224.282694,0,30,23,0.350000,,,,,
PP,35,884.599748,0,25,16,0.320000,,,,,
PP,39,924.198583,0,27,20,0.300000,,,,,
PP,39,936.511599,0,27,20,0.300000,,,,,
PP,37,1456.528411,0,29,19,0.400000,,,,,
PP,37,1456.528411,0,29,17,0.450000,,,,,
PP,37,813.555638,0,25,19,0.380000,,,,,
PP,37,1470.061939,0,29,18,0.480000,,,,,
PP,37,1470.061939,0,29,18,0.450000,,,,,
PP,37,806.451249,0,26,18,0.390000,,,,,
PP,39,1071.681953,0,28,20,0.410000,,,,,
PP,37,1456.528411,0,29,17,0.460000,,,,,
PP,37,964.968641,0,23,12,0.390000,,,,,
PP,37,1322.989998,0,26,22,0.430000,,,,,
PP,33,1006.615686,0,23,15,0.450000,,,,,
PP,31,721.317254,0,19,13,0.470000,,,,,
PP,37,1456.528411,0,29,17,0.530000,,,,,
PP,35,871.066220,0,25,15,0.490000,,,,,
PP,37,886.828492,0,26,17,0.530000,,,,,
PP,37,882.205269,0,26,19,0.490000,,,,,
PP,35,1085.053361,0,25,20,0.460000,,,,,
PP,39,925.070554,0,28,21,0.540000,,,,,
PP,35,871.066220,0,25,15,0.470000,,,,,
PP,39,936.511599,0,27,21,0.480000,,,,,
PP,37,837.629401,0,25,18,0.490000,,,,,
PP,37,942.655625,0,22,12,0.570000,,,,,
PP,35,1338.776192,0,27,24,0.560000,,,,,
PP,33,772.510698,0,20,12,0.590000,,,,,
PP,37,682.958343,0,22,13,0.570000,,,,,
PP,33,1025.123734,0,25,17,0.610000,,,,,
PP,33,745.219675,0,24,17,0.560000,,,,,
PP,39,638.676230,0,20,18,0.540000,,,,,
PP,28,532.649731,0,15,5,0.500000,,,,,
PP,31,359.455346,0,14,7,0.540000,,,,,
PP,39,918.472616,0,23,13,0.550000,,,,,
PP,37,549.050960,0,24,18,0.650000,,,,,
PP,35,720.134041,0,20,15,0.670000,,,,,
PP,31,379.054181,0,15,8,0.600000,,,,,
PP,33,830.739687,0,21,12,0.610000,,,,,
PP,37,911.251234,0,26,18,0.630000,,,,,
PP,31,361.865072,0,15,7,0.580000,,,,,
PP,39,618.896610,0,24,19,0.650000,,,,,
PP,39,1017.301866,0,25,21,0.640000,,,,,
PP,31,666.884686,0,19,15,0.600000,,,,,
PP,39,392.757575,0,17,10,0.650000,,,,,
PP,31,598.763398,0,18,12,0.680000,,,,,
PP,31,669.386542,0,19,12,0.720000,,,,,
PP,29,347.390144,0,15,7,0.700000,,,,,
PP,29,347.390144,0,15,7,0.690000,,,,,
PP,33,516.117992,0,18,10,0.670000,,,,,
PP,33,516.117992,0,18,12,0.700000,,,,,
PP,29,347.390144,0,15,10,0.700000,,,,,
PP,31,780.418214,0,20,9,0.710000,,,,,
PP,29,305.478293,0,13,7,0.640000,,,,,
PP,29,325.077128,0,14,9,0.670000,,,,,
PP,27,509.496693,0,15,10,0.790000,,,,,
PP,33,785.210286,0,22,17,0.800000,,,,,
PP,29,347.390144,0,15,8,0.750000,,,,,
PP,31,762.179836,0,19,9,0.810000,,,,,
PP,27,509.496693,0,15,10,0.780000,,,,,
PP,31,663.088265,0,19,9,0.780000,,,,,
PP,29,325.077128,0,14,8,0.770000,,,,,
PP,39,551.964536,0,20,17,0.770000,,,,,
PP,29,327.791309,0,14,6,0.760000,,,,,
PP,35,419.842229,0,19,10,0.790000,,,,,
PP,29,305.478293,0,13,7,0.830000,,,,,
PP,29,305.478293,0,13,6,0.840000,,,,,
PP,33,771.638727,0,20,14,0.870000,,,,,
PP,29,327.791309,0,14,5,0.850000,,,,,
PP,29,305.478293,0,13,8,0.840000,,,,,
PP,29,325.077128,0,14,6,0.830000,,,,,
PP,29,325.077128,0,14,8,0.840000,,,,,
PP,37,508.739801,0,17,14,0.890000,,,,,
PP,29,342.266237,0,14,7,0.860000,,,,,
PP,27,525.964104,0,17,12,0.850000,,,,,
PP,29,305.478293,0,13,7,0.930000,,,,,
PP,29,305.478293,0,13,7,0.920000,,,,,
PP,29,342.266237,0,14,7,0.950000,,,,,
PP,29,305.478293,0,13,7,0.920000,,,,,
PP,29,325.077128,0,14,7,0.920000,,,,,
PP,29,382.256848,0,12,7,0.930000,,,,,
PP,29,305.478293,0,13,7,0.910000,,,,,
PP,29,404.569864,0,13,8,0.940000,,,,,
PP,29,382.256848,0,12,7,0.920000,,,,,
PP,29,305.478293,0,13,7,0.900000,,,,,
PP,29,305.478293,0,13,7,1.000000,,,,,
PP,29,305.478293,0,13,7,1.000000,,,,,
