Hybrid,39,748.924765,19,25,7,0.380000,,,,,
Hybrid,31,655.892928,13,17,3,0.360000,,,,,
Hybrid,39,767.651864,18,24,4,0.390000,,,,,
Hybrid,33,768.309806,18,23,4,0.350000,,,,,
Hybrid,33,562.056729,17,17,4,0.390000,,,,,
Hybrid,34,1180.458384,10,18,2,0.280000,,,,,
Hybrid,35,486.522901,15,18,3,0.410000,,,,,
Hybrid,39,378.562490,16,18,3,0.320000,,,,,
Hybrid,39,593.682189,10,17,5,0.380000,,,,,
Hybrid,39,588.258430,15,21,6,0.390000,,,,,
Hybrid,39,420.531655,19,18,4,0.360000,,,,,
Hybrid,39,415.549680,15,17,4,0.420000,,,,,
Hybrid,34,1055.762854,8,19,2,0.290000,,,,,
Hybrid,35,665.771023,14,19,6,0.370000,,,,,
Hybrid,39,319.254237,19,16,3,0.330000,,,,,
Hybrid,39,308.005334,12,15,3,0.360000,,,,,
Hybrid,39,428.584241,19,22,3,0.380000,,,,,
Hybrid,39,315.405635,15,17,4,0.380000,,,,,
