SC,27,505.836186,14,20,7,0.190000,,,,,
SC,27,166.977858,10,14,5,0.310000,,,,,
SC,27,505.836186,14,20,7,0.290000,,,,,
SC,27,289.882175,11,14,6,0.260000,,,,,
SC,27,648.263630,14,20,7,0.280000,,,,,
SC,27,512.308970,13,18,7,0.280000,,,,,
SC,27,491.562380,14,19,8,0.280000,,,,,
SC,27,512.308970,13,18,7,0.290000,,,,,
SC,27,491.562380,14,19,8,0.290000,,,,,
SC,27,625.346402,14,19,8,0.290000,,,,,
SC,27,505.836186,14,20,7,0.290000,,,,,
SC,27,325.609729,13,17,6,0.360000,,,,,
SC,27,188.547032,10,14,6,0.390000,,,,,
SC,27,156.428414,7,11,4,0.340000,,,,,
SC,27,325.609729,13,17,6,0.360000,,,,,
SC,27,111.657375,8,11,4,0.390000,,,,,
SC,27,188.547032,10,14,6,0.370000,,,,,
SC,27,443.044732,10,14,5,0.340000,,,,,
SC,27,689.918082,15,20,7,0.380000,,,,,
SC,27,330.928360,11,17,8,0.410000,,,,,
SC,27,325.609729,13,17,6,0.340000,,,,,
SC,27,284.642014,8,13,6,0.460000,,,,,
SC,27,390.861452,14,18,5,0.440000,,,,,
SC,27,166.977858,10,14,5,0.510000,,,,,
SC,27,147.084022,9,12,5,0.480000,,,,,
SC,27,385.298269,12,18,6,0.500000,,,,,
SC,27,162.885639,11,14,6,0.470000,,,,,
SC,27,164.211598,10,13,5,0.480000,,,,,
SC,27,245.904283,9,11,5,0.460000,,,,,
SC,27,88.193317,8,10,6,0.450000,,,,,
SC,27,490.224088,13,18,6,0.460000,,,,,
SC,27,443.044732,10,14,5,0.530000,,,,,
SC,27,142.024133,9,12,5,0.560000,,,,,
SC,27,134.911790,7,11,6,0.570000,,,,,
SC,27,245.904283,9,11,5,0.550000,,,,,
SC,27,214.016987,10,15,5,0.520000,,,,,
SC,27,34.419605,8,8,3,0.540000,,,,,
SC,27,538.416861,19,23,7,0.540000,,,,,
SC,27,93.023153,9,11,5,0.530000,,,,,
SC,27,602.020092,14,19,7,0.560000,,,,,
SC,27,291.190200,10,13,5,0.510000,,,,,
SC,27,72.497451,8,9,3,0.630000,,,,,
SC,27,259.474600,10,13,7,0.640000,,,,,
SC,27,207.882083,13,16,8,0.630000,,,,,
SC,27,225.383117,10,12,4,0.580000,,,,,
SC,27,164.211598,10,13,5,0.620000,,,,,
SC,27,432.813800,10,14,5,0.640000,,,,,
SC,27,287.660924,11,14,6,0.630000,,,,,
SC,27,166.977858,10,14,4,0.600000,,,,,
SC,27,350.022753,13,18,7,0.620000,,,,,
SC,27,78.576332,7,9,5,0.660000,,,,,
SC,27,287.309397,14,17,4,0.690000,,,,,
SC,27,32.188303,7,7,2,0.710000,,,,,
SC,27,222.941202,15,18,6,0.720000,,,,,
SC,27,53.053826,7,8,3,0.690000,,,,,
SC,27,67.412992,6,7,3,0.710000,,,,,
SC,27,53.053826,7,8,2,0.750000,,,,,
SC,27,75.554390,8,9,3,0.710000,,,,,
SC,27,58.963923,8,9,3,0.720000,,,,,
SC,27,123.991213,6,9,3,0.710000,,,,,
SC,27,56.732621,8,9,3,0.700000,,,,,
SC,27,32.188303,7,7,1,0.750000,,,,,
SC,27,32.188303,7,7,1,0.750000,,,,,
SC,27,56.732621,8,9,2,0.790000,,,,,
SC,27,34.419605,8,8,3,0.800000,,,,,
SC,27,32.188303,7,7,3,0.770000,,,,,
SC,27,34.419605,8,8,2,0.740000,,,,,
SC,27,67.412992,6,7,2,0.750000,,,,,
SC,27,40.329701,9,9,3,0.760000,,,,,
SC,27,89.726008,6,8,3,0.770000,,,,,
SC,27,32.188303,7,7,2,0.770000,,,,,
SC,27,69.644294,7,8,3,0.840000,,,,,
SC,27,67.412992,6,7,2,0.850000,,,,,
SC,27,73.135541,6,8,1,0.840000,,,,,
SC,27,54.501319,7,8,1,0.830000,,,,,
SC,27,32.188303,7,7,2,0.870000,,,,,
SC,27,174.297520,8,10,3,0.850000,,,,,
SC,27,32.188303,7,7,1,0.820000,,,,,
SC,27,32.188303,7,7,1,0.850000,,,,,
SC,27,32.188303,7,7,1,0.840000,,,,,
SC,27,116.161806,9,11,2,0.850000,,,,,
SC,27,32.188303,7,7,2,0.920000,,,,,
SC,27,32.188303,7,7,1,0.920000,,,,,
SC,27,32.188303,7,7,1,0.920000,,,,,
SC,27,32.188303,7,7,2,0.910000,,,,,
SC,27,50.822525,6,7,1,0.940000,,,,,
SC,27,32.188303,7,7,1,0.930000,,,,,
SC,27,32.188303,7,7,1,0.920000,,,,,
SC,27,32.188303,7,7,2,0.920000,,,,,
SC,27,67.412992,6,7,2,0.940000,,,,,
SC,27,32.188303,7,7,1,0.920000,,,,,
SC,27,32.188303,7,7,1,1.000000,,,,,
